1104672054.000000000000,1963725788178.000000000000,4196667578676084.000000000000,9989094797185202200.000000000000,1666449997042.000000000000,2990497580582307.000000000000,6457701265832217600.000000000000,2951204507803680.000000000000,5291373017836617700.000000000000,5762660244790024200.000000000000,1
1076900432.000000000000,1756753412621.000000000000,3737096914392075.000000000000,8939982531586633700.000000000000,1687177681964.000000000000,2765027989609044.000000000000,5906130412853778400.000000000000,2970011647273908.000000000000,4834219593631717400.000000000000,5677149868287949800.000000000000,1
1126924636.000000000000,1825693708658.000000000000,3910683861010964.000000000000,9491155653339011100.000000000000,1815742564293.000000000000,2926487266859018.000000000000,6291229175282402300.000000000000,3257001512413843.000000000000,5182696052147891200.000000000000,6321242804598059000.000000000000,1
1071112761.000000000000,1808255220219.000000000000,3834725396389285.000000000000,9085020127594910700.000000000000,1688849937706.000000000000,2868402973939764.000000000000,6105905284116845600.000000000000,2994151066378738.000000000000,5091314580367054800.000000000000,5771935691638806500.000000000000,1
1110341757.000000000000,1673461325270.000000000000,3325094634795458.000000000000,7479173838604331000.000000000000,1720204933673.000000000000,2545736528505707.000000000000,5028498093476513800.000000000000,3034722476340473.000000000000,4367914867807330300.000000000000,5845590998604611600.000000000000,1
1088109910.000000000000,1873776965727.000000000000,4103726436320135.000000000000,10127013378758433000.000000000000,1606013607848.000000000000,2792416159594243.000000000000,6178807395420058600.000000000000,2693545256873134.000000000000,4649567539587180500.000000000000,4929511494470438900.000000000000,1
1073613487.000000000000,1742637601904.000000000000,3715713244848784.000000000000,8953972828542912500.000000000000,1594563619727.000000000000,2604217706191952.000000000000,5599402328941028400.000000000000,2702111172864167.000000000000,4386516317028857300.000000000000,4996221403492800500.000000000000,1
1084187332.000000000000,1800489835676.000000000000,3750123433989960.000000000000,8806601815635138600.000000000000,1585500028693.000000000000,2628175233199450.000000000000,5435444383288131600.000000000000,2692225475627701.000000000000,4399298303668172300.000000000000,5029530714516922400.000000000000,1
1074901885.000000000000,1897818683150.000000000000,4212844677162422.000000000000,10467414639358708000.000000000000,1670757717424.000000000000,2937806502069859.000000000000,6513272443176354800.000000000000,2920332267147124.000000000000,5092612604078637100.000000000000,5549438422888634400.000000000000,1
1050598025.000000000000,1830645398534.000000000000,3998824209374562.000000000000,9878159249773033500.000000000000,1532650878027.000000000000,2721863313288533.000000000000,5973997658946823200.000000000000,2573802630927941.000000000000,4545583321452632100.000000000000,4744885343566022700.000000000000,1
1066525372.000000000000,1827656816499.000000000000,3977949321169775.000000000000,9786984586030006300.000000000000,1652568532972.000000000000,2855318174583632.000000000000,6230004501004493800.000000000000,2898242454429980.000000000000,4945452082718644200.000000000000,5533761144235379700.000000000000,1
1098449339.000000000000,1952348548421.000000000000,4267857741178605.000000000000,10462025481084479000.000000000000,1778925723347.000000000000,3175230155429132.000000000000,6969274922786880500.000000000000,3222098785702441.000000000000,5723279435065914400.000000000000,6322596615737761800.000000000000,1
1043327178.000000000000,1877161181291.000000000000,4029013349722677.000000000000,9630610127233763300.000000000000,1545690131961.000000000000,2779024880087800.000000000000,5966512484487973900.000000000000,2668719072812795.000000000000,4759371903956442100.000000000000,5081350752271746000.000000000000,1
1064001386.000000000000,1757255566766.000000000000,3614943985023482.000000000000,8361054955330398200.000000000000,1612909634046.000000000000,2663111435330528.000000000000,5464309884853105700.000000000000,2815321298418386.000000000000,4585347376149325300.000000000000,5402726217806593000.000000000000,1
1101869930.000000000000,1739664325489.000000000000,3630714414614937.000000000000,8617821798733461500.000000000000,1705452962403.000000000000,2714248301254930.000000000000,5711540425729933300.000000000000,2982610297498099.000000000000,4696029708907633700.000000000000,5658363966695828500.000000000000,1
