705840633980598.000000000000,19385489014390784.000000000000,28124429156022.500000000000,26838837502922496.000000000000,437285935693878.500000000000,-39704460411031040.000000000000,-8704218266196992.000000000000,1
871295712117574.000000000000,937748119713792.000000000000,12726047466035.000000000000,9708259752528384.000000000000,326713858609434.000000000000,-50651975814521984.000000000000,314901875724288.000000000000,1
952937254579154.500000000000,67939864789979136.000000000000,-15137816375274.000000000000,39239570457592576.000000000000,331410080241692.500000000000,-45084251039544640.000000000000,5481458585840640.000000000000,1
782024447894784.000000000000,-29204025147254784.000000000000,17282319591209.500000000000,1246956693319936.000000000000,331299669270268.500000000000,-17917597507909824.000000000000,6247037356862464.000000000000,1
802922709332670.000000000000,47464254893310976.000000000000,-46885436661375.500000000000,18398967967039488.000000000000,369682640472235.500000000000,-60618551888928320.000000000000,-1441538240193536.000000000000,1
876993470264268.000000000000,39752619071057920.000000000000,26784418376394.000000000000,29597200280967168.000000000000,323123220561610.000000000000,-67911174721799488.000000000000,91345765128192.000000000000,1
887147985245517.000000000000,42854805813899264.000000000000,15998988737985.000000000000,28773687696940800.000000000000,333816467046194.500000000000,-46944516670637568.000000000000,-8625709369868288.000000000000,1
760083288074853.500000000000,54328740449240064.000000000000,-4835319377042.500000000000,-32622573808678528.000000000000,373612938116975.000000000000,-57488511281975552.000000000000,-273689308029952.000000000000,1
862105596345571.500000000000,-14896081227171840.000000000000,-12039670303646.000000000000,7613990269943040.000000000000,323414921214797.500000000000,-26022380404150656.000000000000,4873186706375680.000000000000,1
808962344582167.000000000000,91090093773867008.000000000000,51250756769381.000000000000,-38240332530508032.000000000000,337915395258586.000000000000,-88747661386610688.000000000000,4201087431298048.000000000000,1
845975599221358.500000000000,70729721780051968.000000000000,23385411133136.000000000000,-13930299686504960.000000000000,337606929137265.000000000000,-93607191385725056.000000000000,-3267426638247936.000000000000,1
797816184240142.000000000000,40446626391918592.000000000000,13424753564083.000000000000,9808296319425024.000000000000,341149599582855.000000000000,-47057840383719168.000000000000,-529779685509120.000000000000,1
651612497095964.000000000000,36811518655864832.000000000000,-1991061223902.500000000000,4690323916107776.000000000000,378777782659215.000000000000,-36305641293180416.000000000000,5321861986592768.000000000000,1
712741819160800.000000000000,36517396876255232.000000000000,-695652151823.500000000000,-13251685492784768.000000000000,370326844625070.000000000000,-62198238763387904.000000000000,12257378664337408.000000000000,1
884081728687028.000000000000,93916230704013312.000000000000,21629511401910.000000000000,23692284913858048.000000000000,342943193623898.500000000000,-79957743608661952.000000000000,-19664236293132288.000000000000,1
842483487403151.000000000000,74544654801440768.000000000000,-7529367648846.000000000000,802523102826240.000000000000,345763838276153.500000000000,-82490401289571904.000000000000,6710290331637760.000000000000,1
858550980228970.500000000000,14504757697132544.000000000000,-32540769844095.500000000000,5141695091240960.000000000000,365007648951160.500000000000,-84356671395327232.000000000000,-4251412076473344.000000000000,1
846529090678652.500000000000,87717554500372480.000000000000,-29636475455083.500000000000,33839749355801088.000000000000,332308095976040.000000000000,-71879288853144448.000000000000,2935874642629632.000000000000,1
811737817965075.500000000000,38621466407677952.000000000000,164112957904.000000000000,2463084463622400.000000000000,384854890420240.000000000000,-50970810441483776.000000000000,3918096954295296.000000000000,1
768168139184032.500000000000,57971573074898944.000000000000,22487405654031.000000000000,14658381818402560.000000000000,352263511157369.500000000000,-51080477830526592.000000000000,-9920753039732736.000000000000,1
857892107015352.000000000000,67381670763036672.000000000000,70475030218967.500000000000,-33754925931982848.000000000000,344935357770796.500000000000,-62905365158208640.000000000000,-5246832060990464.000000000000,1
866769299063945.000000000000,95235345019611136.000000000000,-4117982094989.000000000000,8815188199628800.000000000000,353112007455090.500000000000,-83381194396566912.000000000000,-6607185376297984.000000000000,1
785869199501415.500000000000,63470772353976320.000000000000,32168398210748.500000000000,23893014196887808.000000000000,335896912760019.000000000000,-46232044224420480.000000000000,-5091944470253568.000000000000,1
914317609435667.500000000000,103812736090306560.000000000000,166014805926.000000000000,11995511851029248.000000000000,348779479026160.500000000000,-77304171602549248.000000000000,6453497331902464.000000000000,1
783925142841908.500000000000,19570230070994944.000000000000,28531064515794.000000000000,-29725568597874176.000000000000,373209874382724.500000000000,-67732032171613312.000000000000,2064254593106944.000000000000,1
890094044280134.000000000000,59890459438872576.000000000000,10220605498569.000000000000,-2736131521768448.000000000000,334520291984413.500000000000,-81391780395918720.000000000000,-6953211591815168.000000000000,1
878845304118979.000000000000,-22961146562652160.000000000000,8778255443586.000000000000,-11386849800909824.000000000000,384253004270275.000000000000,-440026757051392.000000000000,17961745227288576.000000000000,1
761244178331821.000000000000,70182098275868672.000000000000,28901213075935.000000000000,-8277841876914944.000000000000,380357161011216.000000000000,-71714534038598016.000000000000,1399315098686464.000000000000,1
900707565321858.500000000000,133388987029735420.000000000000,33232596105207.000000000000,32668269565902336.000000000000,330545708000430.000000000000,-89693552877368320.000000000000,-3351407070377984.000000000000,1
819493161075269.500000000000,40617363063879680.000000000000,-11888695805199.000000000000,14485591610364800.000000000000,349768182769520.750000000000,-60577979335107200.000000000000,-11878286427327488.000000000000,1
811335599791352.000000000000,89504389536533504.000000000000,29894852572959.000000000000,-11714890201922816.000000000000,386419252838396.000000000000,-144745447869434110.000000000000,-24902280185183232.000000000000,1
917287128172086.500000000000,30931928568903680.000000000000,20221041368183.500000000000,-14110479601821184.000000000000,370905780997439.000000000000,-77820829980523264.000000000000,-13319219030152192.000000000000,1
868853937069708.000000000000,89638832033738752.000000000000,15069050092937.000000000000,-4679005401035008.000000000000,353356191903776.500000000000,-91391571042257920.000000000000,-979215868184576.000000000000,1
745324746070522.000000000000,33457966956058624.000000000000,34630997547363.000000000000,42108033887592192.000000000000,352567111275345.000000000000,-63368462001985024.000000000000,-10112562996631552.000000000000,1
826345771102077.500000000000,-5778460034893824.000000000000,-38823776357171.500000000000,50356264365070336.000000000000,309183422923379.000000000000,-35147016876754752.000000000000,7217959370843136.000000000000,1
868450116471584.500000000000,155753066815593470.000000000000,47363821384086.500000000000,33690273789367552.000000000000,319750613574487.000000000000,-116679942774678140.000000000000,-13092402590196736.000000000000,1
817824003189421.000000000000,29942375899463680.000000000000,-2817198205519.000000000000,19443406960562944.000000000000,339280650836601.500000000000,-57971016054566720.000000000000,6615561399879680.000000000000,1
813944069150903.500000000000,5778279506373632.000000000000,-8540303633241.500000000000,37640073290154496.000000000000,345755993663295.500000000000,-35257211585627840.000000000000,-191489985845248.000000000000,1
721296030787428.500000000000,21286280940355584.000000000000,-22256133968140.000000000000,13637566075446272.000000000000,360683966428854.000000000000,-42298854339547008.000000000000,3202337912208384.000000000000,1
887960124611035.000000000000,129227673123143680.000000000000,15472383944805.500000000000,-16305845598789120.000000000000,320625259192269.500000000000,-92862536782954624.000000000000,-467172880591872.000000000000,1
865456362067095.000000000000,60376694772643840.000000000000,-79180381193784.000000000000,-36401485022305536.000000000000,368741538435691.500000000000,-69551983207383424.000000000000,13112790876443648.000000000000,1
874507217187058.500000000000,21204853510744064.000000000000,-9332623923774.000000000000,11277685955478272.000000000000,346046082349942.500000000000,-29932236565060352.000000000000,22544184992837632.000000000000,1
757549906671369.000000000000,68183329853298688.000000000000,-51463072429688.000000000000,13177015947856384.000000000000,372320516887789.000000000000,-72886956461026944.000000000000,14822120969932800.000000000000,1
765667380812555.000000000000,87105516680716288.000000000000,9434650354127.000000000000,47694884369245440.000000000000,342146215830826.000000000000,-76288249253717120.000000000000,2994247318649856.000000000000,1
813423076461582.500000000000,74001806878941184.000000000000,18479652537997.500000000000,2560393796322304.000000000000,322785174612006.500000000000,-69753475049253376.000000000000,-3498567446694912.000000000000,1
809358017478787.500000000000,32276686007688192.000000000000,-29908682869414.500000000000,-10933555310649600.000000000000,392028590517476.000000000000,-76493380842933760.000000000000,-10499110773283840.000000000000,1
856417535256996.500000000000,59993204776721408.000000000000,52885847655038.500000000000,16087453056765440.000000000000,324989651091928.500000000000,-71819161678090624.000000000000,9909990704788480.000000000000,1
838584036767908.500000000000,19181615973844992.000000000000,31530275956311.000000000000,12947487311762176.000000000000,342274278527898.500000000000,-61366951927448000.000000000000,-9158828219479040.000000000000,1
835963525982319.000000000000,27232451683919872.000000000000,-7836486711263.000000000000,-6054608955198720.000000000000,351243089845064.000000000000,-46477142364509056.000000000000,5920264617200640.000000000000,1
361091562189346.000000000000,-15130488627328000.000000000000,-32106016043793.000000000000,56667899021618560.000000000000,794994155994550.000000000000,36411180682849792.000000000000,-30131900133359616.000000000000,1
705840633980598.000000000000,19385489014390784.000000000000,28124429156022.500000000000,26838837502922496.000000000000,437285935693878.500000000000,-39704460411031040.000000000000,-8704218266196992.000000000000,1
871295712117574.000000000000,937748119713792.000000000000,12726047466035.000000000000,9708259752528384.000000000000,326713858609434.000000000000,-50651975814521984.000000000000,314901875724288.000000000000,1
952937254579154.500000000000,67939864789979136.000000000000,-15137816375274.000000000000,39239570457592576.000000000000,331410080241692.500000000000,-45084251039544640.000000000000,5481458585840640.000000000000,1
782024447894784.000000000000,-29204025147254784.000000000000,17282319591209.500000000000,1246956693319936.000000000000,331299669270268.500000000000,-17917597507909824.000000000000,6247037356862464.000000000000,1
802922709332670.000000000000,47464254893310976.000000000000,-46885436661375.500000000000,18398967967039488.000000000000,369682640472235.500000000000,-60618551888928320.000000000000,-1441538240193536.000000000000,1
876993470264268.000000000000,39752619071057920.000000000000,26784418376394.000000000000,29597200280967168.000000000000,323123220561610.000000000000,-67911174721799488.000000000000,91345765128192.000000000000,1
887147985245517.000000000000,42854805813899264.000000000000,15998988737985.000000000000,28773687696940800.000000000000,333816467046194.500000000000,-46944516670637568.000000000000,-8625709369868288.000000000000,1
760083288074853.500000000000,54328740449240064.000000000000,-4835319377042.500000000000,-32622573808678528.000000000000,373612938116975.000000000000,-57488511281975552.000000000000,-273689308029952.000000000000,1
862105596345571.500000000000,-14896081227171840.000000000000,-12039670303646.000000000000,7613990269943040.000000000000,323414921214797.500000000000,-26022380404150656.000000000000,4873186706375680.000000000000,1
808962344582167.000000000000,91090093773867008.000000000000,51250756769381.000000000000,-38240332530508032.000000000000,337915395258586.000000000000,-88747661386610688.000000000000,4201087431298048.000000000000,1
845975599221358.500000000000,70729721780051968.000000000000,23385411133136.000000000000,-13930299686504960.000000000000,337606929137265.000000000000,-93607191385725056.000000000000,-3267426638247936.000000000000,1
797816184240142.000000000000,40446626391918592.000000000000,13424753564083.000000000000,9808296319425024.000000000000,341149599582855.000000000000,-47057840383719168.000000000000,-529779685509120.000000000000,1
651612497095964.000000000000,36811518655864832.000000000000,-1991061223902.500000000000,4690323916107776.000000000000,378777782659215.000000000000,-36305641293180416.000000000000,5321861986592768.000000000000,1
712741819160800.000000000000,36517396876255232.000000000000,-695652151823.500000000000,-13251685492784768.000000000000,370326844625070.000000000000,-62198238763387904.000000000000,12257378664337408.000000000000,1
884081728687028.000000000000,93916230704013312.000000000000,21629511401910.000000000000,23692284913858048.000000000000,342943193623898.500000000000,-79957743608661952.000000000000,-19664236293132288.000000000000,1
842483487403151.000000000000,74544654801440768.000000000000,-7529367648846.000000000000,802523102826240.000000000000,345763838276153.500000000000,-82490401289571904.000000000000,6710290331637760.000000000000,1
858550980228970.500000000000,14504757697132544.000000000000,-32540769844095.500000000000,5141695091240960.000000000000,365007648951160.500000000000,-84356671395327232.000000000000,-4251412076473344.000000000000,1
846529090678652.500000000000,87717554500372480.000000000000,-29636475455083.500000000000,33839749355801088.000000000000,332308095976040.000000000000,-71879288853144448.000000000000,2935874642629632.000000000000,1
811737817965075.500000000000,38621466407677952.000000000000,164112957904.000000000000,2463084463622400.000000000000,384854890420240.000000000000,-50970810441483776.000000000000,3918096954295296.000000000000,1
768168139184032.500000000000,57971573074898944.000000000000,22487405654031.000000000000,14658381818402560.000000000000,352263511157369.500000000000,-51080477830526592.000000000000,-9920753039732736.000000000000,1
857892107015352.000000000000,67381670763036672.000000000000,70475030218967.500000000000,-33754925931982848.000000000000,344935357770796.500000000000,-62905365158208640.000000000000,-5246832060990464.000000000000,1
866769299063945.000000000000,95235345019611136.000000000000,-4117982094989.000000000000,8815188199628800.000000000000,353112007455090.500000000000,-83381194396566912.000000000000,-6607185376297984.000000000000,1
785869199501415.500000000000,63470772353976320.000000000000,32168398210748.500000000000,23893014196887808.000000000000,335896912760019.000000000000,-46232044224420480.000000000000,-5091944470253568.000000000000,1
914317609435667.500000000000,103812736090306560.000000000000,166014805926.000000000000,11995511851029248.000000000000,348779479026160.500000000000,-77304171602549248.000000000000,6453497331902464.000000000000,1
783925142841908.500000000000,19570230070994944.000000000000,28531064515794.000000000000,-29725568597874176.000000000000,373209874382724.500000000000,-67732032171613312.000000000000,2064254593106944.000000000000,1
890094044280134.000000000000,59890459438872576.000000000000,10220605498569.000000000000,-2736131521768448.000000000000,334520291984413.500000000000,-81391780395918720.000000000000,-6953211591815168.000000000000,1
878845304118979.000000000000,-22961146562652160.000000000000,8778255443586.000000000000,-11386849800909824.000000000000,384253004270275.000000000000,-440026757051392.000000000000,17961745227288576.000000000000,1
761244178331821.000000000000,70182098275868672.000000000000,28901213075935.000000000000,-8277841876914944.000000000000,380357161011216.000000000000,-71714534038598016.000000000000,1399315098686464.000000000000,1
900707565321858.500000000000,133388987029735420.000000000000,33232596105207.000000000000,32668269565902336.000000000000,330545708000430.000000000000,-89693552877368320.000000000000,-3351407070377984.000000000000,1
819493161075269.500000000000,40617363063879680.000000000000,-11888695805199.000000000000,14485591610364800.000000000000,349768182769520.750000000000,-60577979335107200.000000000000,-11878286427327488.000000000000,1
811335599791352.000000000000,89504389536533504.000000000000,29894852572959.000000000000,-11714890201922816.000000000000,386419252838396.000000000000,-144745447869434110.000000000000,-24902280185183232.000000000000,1
917287128172086.500000000000,30931928568903680.000000000000,20221041368183.500000000000,-14110479601821184.000000000000,370905780997439.000000000000,-77820829980523264.000000000000,-13319219030152192.000000000000,1
868853937069708.000000000000,89638832033738752.000000000000,15069050092937.000000000000,-4679005401035008.000000000000,353356191903776.500000000000,-91391571042257920.000000000000,-979215868184576.000000000000,1
745324746070522.000000000000,33457966956058624.000000000000,34630997547363.000000000000,42108033887592192.000000000000,352567111275345.000000000000,-63368462001985024.000000000000,-10112562996631552.000000000000,1
826345771102077.500000000000,-5778460034893824.000000000000,-38823776357171.500000000000,50356264365070336.000000000000,309183422923379.000000000000,-35147016876754752.000000000000,7217959370843136.000000000000,1
868450116471584.500000000000,155753066815593470.000000000000,47363821384086.500000000000,33690273789367552.000000000000,319750613574487.000000000000,-116679942774678140.000000000000,-13092402590196736.000000000000,1
817824003189421.000000000000,29942375899463680.000000000000,-2817198205519.000000000000,19443406960562944.000000000000,339280650836601.500000000000,-57971016054566720.000000000000,6615561399879680.000000000000,1
813944069150903.500000000000,5778279506373632.000000000000,-8540303633241.500000000000,37640073290154496.000000000000,345755993663295.500000000000,-35257211585627840.000000000000,-191489985845248.000000000000,1
721296030787428.500000000000,21286280940355584.000000000000,-22256133968140.000000000000,13637566075446272.000000000000,360683966428854.000000000000,-42298854339547008.000000000000,3202337912208384.000000000000,1
887960124611035.000000000000,129227673123143680.000000000000,15472383944805.500000000000,-16305845598789120.000000000000,320625259192269.500000000000,-92862536782954624.000000000000,-467172880591872.000000000000,1
865456362067095.000000000000,60376694772643840.000000000000,-79180381193784.000000000000,-36401485022305536.000000000000,368741538435691.500000000000,-69551983207383424.000000000000,13112790876443648.000000000000,1
874507217187058.500000000000,21204853510744064.000000000000,-9332623923774.000000000000,11277685955478272.000000000000,346046082349942.500000000000,-29932236565060352.000000000000,22544184992837632.000000000000,1
757549906671369.000000000000,68183329853298688.000000000000,-51463072429688.000000000000,13177015947856384.000000000000,372320516887789.000000000000,-72886956461026944.000000000000,14822120969932800.000000000000,1
765667380812555.000000000000,87105516680716288.000000000000,9434650354127.000000000000,47694884369245440.000000000000,342146215830826.000000000000,-76288249253717120.000000000000,2994247318649856.000000000000,1
813423076461582.500000000000,74001806878941184.000000000000,18479652537997.500000000000,2560393796322304.000000000000,322785174612006.500000000000,-69753475049253376.000000000000,-3498567446694912.000000000000,1
809358017478787.500000000000,32276686007688192.000000000000,-29908682869414.500000000000,-10933555310649600.000000000000,392028590517476.000000000000,-76493380842933760.000000000000,-10499110773283840.000000000000,1
856417535256996.500000000000,59993204776721408.000000000000,52885847655038.500000000000,16087453056765440.000000000000,324989651091928.500000000000,-71819161678090624.000000000000,9909990704788480.000000000000,1
838584036767908.500000000000,19181615973844992.000000000000,31530275956311.000000000000,12947487311762176.000000000000,342274278527898.500000000000,-61366951927448000.000000000000,-9158828219479040.000000000000,1
835963525982319.000000000000,27232451683919872.000000000000,-7836486711263.000000000000,-6054608955198720.000000000000,351243089845064.000000000000,-46477142364509056.000000000000,5920264617200640.000000000000,1
