0.0031,0.0034,0.0013,0.0015,0.0065,0.0014,0
0.0027,0.0035,0.0008,0.0049,0.0062,0.0006,0
0.0030,0.0019,0.0011,0.0013,0.0059,0.0077,0
0.0023,0.0020,0.0009,0.0043,0.0065,0.0060,0
0.0023,0.0016,0.0005,0.0013,0.0121,0.0074,0
0.0018,0.0016,0.0008,0.0029,0.0133,0.0057,0
0.0053,0.0042,0.0010,0.0023,0.0087,0.0006,0
0.0041,0.0036,0.0009,0.0071,0.0078,0.0010,0
0.0021,0.0017,0.0010,0.0012,0.0070,0.0050,0
0.0018,0.0022,0.0011,0.0042,0.0081,0.0039,0
0.0017,0.0017,0.0009,0.0018,0.0101,0.0088,0
0.0019,0.0020,0.0013,0.0038,0.0116,0.0070,0
0.0027,0.0035,0.0014,0.0021,0.0070,0.0007,0
0.0025,0.0037,0.0013,0.0076,0.0059,0.0009,0
0.0040,0.0021,0.0009,0.0019,0.0035,0.0039,0
0.0031,0.0019,0.0009,0.0048,0.0050,0.0034,0
0.0019,0.0013,0.0011,0.0020,0.0067,0.0082,0
0.0019,0.0010,0.0006,0.0049,0.0074,0.0065,0
0.0038,0.0057,0.0019,0.0015,0.0081,0.0008,0
0.0036,0.0048,0.0015,0.0065,0.0072,0.0008,0
0.0039,0.0030,0.0015,0.0018,0.0047,0.0060,0
0.0034,0.0015,0.0008,0.0055,0.0060,0.0049,0
0.0021,0.0040,0.0009,0.0022,0.0061,0.0103,0
0.0015,0.0015,0.0007,0.0059,0.0067,0.0084,0
0.0043,0.0060,0.0022,0.0021,0.0090,0.0035,0
0.0037,0.0060,0.0023,0.0079,0.0076,0.0003,0
0.0033,0.0020,0.0015,0.0021,0.0046,0.0058,0
0.0024,0.0013,0.0007,0.0068,0.0059,0.0048,0
0.0024,0.0014,0.0009,0.0025,0.0078,0.0092,0
0.0015,0.0015,0.0008,0.0056,0.0079,0.0071,0
0.0057,0.0061,0.0014,0.0021,0.0077,0.0008,0
0.0050,0.0067,0.0014,0.0085,0.0069,0.0007,0
0.0027,0.0012,0.0008,0.0029,0.0041,0.0058,0
0.0022,0.0010,0.0006,0.0079,0.0056,0.0050,0
0.0023,0.0017,0.0006,0.0036,0.0061,0.0089,0
0.0018,0.0017,0.0006,0.0074,0.0067,0.0071,0
0.0047,0.0076,0.0023,0.0023,0.0057,0.0059,0
0.0047,0.0075,0.0021,0.0087,0.0066,0.0055,0
0.0026,0.0010,0.0006,0.0050,0.0374,0.0074,0
0.0024,0.0009,0.0005,0.0062,0.0342,0.0064,0
0.0022,0.0022,0.0010,0.0039,0.0350,0.0092,0
0.0022,0.0016,0.0005,0.0054,0.0320,0.0080,0
0.0081,0.0094,0.0014,0.0020,0.0085,0.0015,1 
0.0073,0.0090,0.0007,0.0078,0.0070,0.0007,1 
0.0033,0.0023,0.0009,0.0009,0.0063,0.0073,1 
0.0025,0.0031,0.0014,0.0043,0.0070,0.0051,1 
0.0026,0.0028,0.0014,0.0019,0.0124,0.0104,1 
0.0029,0.0022,0.0011,0.0042,0.0131,0.0080,1 
0.0089,0.0098,0.0019,0.0020,0.0077,0.0007,1 
0.0075,0.0095,0.0014,0.0074,0.0072,0.0011,1 
0.0018,0.0011,0.0007,0.0015,0.0071,0.0072,1 
0.0017,0.0011,0.0006,0.0040,0.0077,0.0046,1 
0.0024,0.0013,0.0006,0.0014,0.0091,0.0103,1 
0.0016,0.0017,0.0008,0.0043,0.0092,0.0084,1 
0.0112,0.0133,0.0014,0.0019,0.0052,0.0005,1 
0.0100,0.0124,0.0013,0.0063,0.0045,0.0004,1 
0.0018,0.0013,0.0009,0.0012,0.0040,0.0067,1 
0.0010,0.0012,0.0005,0.0055,0.0046,0.0048,1 
0.0020,0.0013,0.0010,0.0011,0.0103,0.0073,1 
0.0015,0.0015,0.0007,0.0041,0.0104,0.0056,1 
0.0080,0.0097,0.0013,0.0017,0.0063,0.0007,1 
0.0079,0.0090,0.0009,0.0056,0.0052,0.0008,1 
0.0018,0.0024,0.0010,0.0027,0.0051,0.0044,1 
0.0020,0.0017,0.0010,0.0063,0.0055,0.0035,1 
0.0017,0.0017,0.0007,0.0018,0.0100,0.0090,1 
0.0012,0.0019,0.0008,0.0040,0.0104,0.0075,1 
0.0099,0.0125,0.0009,0.0021,0.0064,0.0007,1 
0.0092,0.0121,0.0013,0.0089,0.0053,0.0006,1 
0.0037,0.0022,0.0013,0.0019,0.0035,0.0066,1 
0.0012,0.0014,0.0006,0.0067,0.0041,0.0049,1 
0.0021,0.0014,0.0012,0.0024,0.0095,0.0098,1 
0.0019,0.0013,0.0005,0.0067,0.0092,0.0081,1 
0.0092,0.0140,0.0015,0.0020,0.0066,0.0011,1 
0.0083,0.0129,0.0012,0.0074,0.0063,0.0010,1 
0.0016,0.0015,0.0008,0.0023,0.0042,0.0067,1 
0.0017,0.0013,0.0006,0.0063,0.0052,0.0051,1 
0.0027,0.0024,0.0009,0.0031,0.0076,0.0081,1 
0.0017,0.0016,0.0007,0.0075,0.0079,0.0064,1 
0.0097,0.0136,0.0012,0.0021,0.0079,0.0078,1 
0.0090,0.0123,0.0009,0.0093,0.0091,0.0073,1 
0.0028,0.0014,0.0010,0.0046,0.0344,0.0083,1 
0.0018,0.0016,0.0008,0.0078,0.0317,0.0074,1 
0.0022,0.0014,0.0006,0.0034,0.0438,0.0117,1 
0.0019,0.0012,0.0007,0.0047,0.0400,0.0100,1 
0.0085,0.0086,0.0014,0.0022,0.0064,0.0009,2 
0.0074,0.0084,0.0015,0.0042,0.0054,0.0005,2 
0.0017,0.0021,0.0010,0.0015,0.0057,0.0043,2 
0.0022,0.0016,0.0007,0.0035,0.0076,0.0037,2 
0.0031,0.0021,0.0010,0.0016,0.0100,0.0073,2 
0.0036,0.0023,0.0009,0.0023,0.0106,0.0047,2 
0.0087,0.0092,0.0014,0.0023,0.0069,0.0007,2 
0.0057,0.0094,0.0009,0.0053,0.0058,0.0004,2 
0.0036,0.0017,0.0016,0.0016,0.0052,0.0058,2 
0.0030,0.0016,0.0008,0.0052,0.0066,0.0046,2 
0.0020,0.0026,0.0012,0.0019,0.0092,0.0080,2 
0.0026,0.0020,0.0010,0.0036,0.0098,0.0061,2 
0.0079,0.0076,0.0013,0.0029,0.0062,0.0009,2 
0.0071,0.0068,0.0011,0.0068,0.0052,0.0005,2 
0.0015,0.0013,0.0012,0.0033,0.0041,0.0083,2 
0.0013,0.0009,0.0006,0.0041,0.0048,0.0048,2 
0.0017,0.0017,0.0018,0.0017,0.0080,0.0077,2 
0.0015,0.0016,0.0005,0.0037,0.0090,0.0058,2 
0.0088,0.0105,0.0018,0.0033,0.0083,0.0009,2 
0.0075,0.0093,0.0011,0.0062,0.0060,0.0007,2 
0.0021,0.0013,0.0007,0.0017,0.0047,0.0043,2 
0.0019,0.0019,0.0012,0.0063,0.0053,0.0037,2 
0.0024,0.0019,0.0011,0.0021,0.0069,0.0077,2 
0.0014,0.0015,0.0010,0.0048,0.0078,0.0072,2 
0.0082,0.0139,0.0033,0.0022,0.0071,0.0006,2 
0.0070,0.0123,0.0012,0.0060,0.0057,0.0004,2 
0.0010,0.0032,0.0040,0.0020,0.0039,0.0047,2 
0.0009,0.0008,0.0009,0.0063,0.0046,0.0037,2 
0.0021,0.0022,0.0011,0.0023,0.0069,0.0088,2 
0.0015,0.0014,0.0008,0.0050,0.0081,0.0073,2 
0.0116,0.0123,0.0017,0.0023,0.0080,0.0012,2 
0.0096,0.0108,0.0014,0.0083,0.0066,0.0006,2 
0.0116,0.0123,0.0017,0.0023,0.0080,0.0012,2 
0.0096,0.0108,0.0014,0.0083,0.0066,0.0006,2 
0.0019,0.0009,0.0006,0.0031,0.0056,0.0072,2 
0.0015,0.0010,0.0004,0.0055,0.0073,0.0063,2 
0.0113,0.0142,0.0015,0.0030,0.0083,0.0093,2 
0.0100,0.0128,0.0013,0.0094,0.0100,0.0083,2 
0.0019,0.0012,0.0007,0.0042,0.0364,0.0119,2 
0.0016,0.0010,0.0007,0.0079,0.0339,0.0099,2 
0.0026,0.0017,0.0007,0.0056,0.0382,0.0098,2 
0.0022,0.0013,0.0005,0.0066,0.0351,0.0089,2 
0.0113,0.0115,0.0023,0.0033,0.0083,0.0029,3 
0.0091,0.0099,0.0017,0.0066,0.0075,0.0027,3 
0.0022,0.0025,0.0014,0.0026,0.0064,0.0066,3 
0.0024,0.0014,0.0007,0.0043,0.0061,0.0057,3 
0.0022,0.0025,0.0015,0.0033,0.0097,0.0090,3 
0.0023,0.0019,0.0007,0.0044,0.0114,0.0065,3 
0.0099,0.0117,0.0020,0.0044,0.0087,0.0010,3 
0.0080,0.0103,0.0021,0.0077,0.0072,0.0008,3 
0.0014,0.0014,0.0008,0.0015,0.0061,0.0074,3 
0.0009,0.0014,0.0008,0.0032,0.0075,0.0055,3 
0.0030,0.0015,0.0007,0.0024,0.0111,0.0083,3 
0.0015,0.0021,0.0012,0.0038,0.0117,0.0068,3 
0.0096,0.0117,0.0010,0.0028,0.0063,0.0010,3 
0.0089,0.0108,0.0014,0.0065,0.0051,0.0008,3 
0.0020,0.0017,0.0009,0.0020,0.0060,0.0051,3 
0.0015,0.0020,0.0010,0.0059,0.0072,0.0039,3 
0.0021,0.0014,0.0011,0.0019,0.0079,0.0101,3 
0.0014,0.0017,0.0011,0.0045,0.0092,0.0076,3 
0.0084,0.0134,0.0014,0.0034,0.0074,0.0009,3 
0.0077,0.0115,0.0011,0.0068,0.0062,0.0005,3 
0.0019,0.0015,0.0009,0.0016,0.0055,0.0071,3 
0.0017,0.0014,0.0007,0.0059,0.0073,0.0051,3 
0.0021,0.0023,0.0009,0.0017,0.0076,0.0084,3 
0.0018,0.0020,0.0008,0.0043,0.0077,0.0059,3 
