0.0095,0.0146,0.0019,0.0036,0.0083,0.0007,3 
0.0082,0.0129,0.0010,0.0074,0.0066,0.0006,3 
0.0017,0.0016,0.0011,0.0026,0.0050,0.0057,3 
0.0018,0.0009,0.0005,0.0071,0.0058,0.0044,3 
0.0023,0.0015,0.0006,0.0020,0.0063,0.0062,3 
0.0014,0.0016,0.0010,0.0047,0.0068,0.0049,3 
0.0088,0.0147,0.0021,0.0036,0.0073,0.0011,3 
0.0072,0.0129,0.0017,0.0087,0.0063,0.0005,3 
0.0022,0.0018,0.0010,0.0039,0.0036,0.0060,3 
0.0016,0.0015,0.0008,0.0098,0.0045,0.0046,3 
0.0030,0.0032,0.0021,0.0046,0.0060,0.0100,3 
0.0019,0.0021,0.0005,0.0090,0.0061,0.0075,3 
0.0102,0.0154,0.0017,0.0035,0.0065,0.0074,3 
0.0087,0.0131,0.0012,0.0078,0.0070,0.0061,3 
0.0011,0.0017,0.0008,0.0076,0.0408,0.0118,3 
0.0013,0.0009,0.0005,0.0083,0.0373,0.0100,3 
0.0010,0.0008,0.0006,0.0054,0.0379,0.0079,3 
0.0007,0.0005,0.0004,0.0079,0.0346,0.0068,3 
0.0072,0.0108,0.0011,0.0022,0.0084,0.0012,4 
0.0060,0.0105,0.0014,0.0077,0.0075,0.0011,4 
0.0026,0.0026,0.0012,0.0018,0.0069,0.0066,4 
0.0025,0.0024,0.0016,0.0043,0.0073,0.0058,4 
0.0037,0.0022,0.0011,0.0015,0.0127,0.0120,4 
0.0020,0.0026,0.0012,0.0029,0.0131,0.0092,4 
0.0095,0.0121,0.0019,0.0027,0.0080,0.0006,4 
0.0085,0.0110,0.0016,0.0072,0.0072,0.0006,4 
0.0018,0.0014,0.0010,0.0016,0.0069,0.0058,4 
0.0015,0.0011,0.0008,0.0040,0.0074,0.0046,4 
0.0019,0.0019,0.0011,0.0014,0.0092,0.0107,4 
0.0021,0.0016,0.0005,0.0045,0.0091,0.0082,4 
0.0112,0.0128,0.0015,0.0021,0.0066,0.0007,4 
0.0095,0.0117,0.0013,0.0058,0.0062,0.0005,4 
0.0014,0.0009,0.0008,0.0015,0.0049,0.0057,4 
0.0012,0.0007,0.0006,0.0058,0.0048,0.0045,4 
0.0014,0.0014,0.0008,0.0016,0.0088,0.0105,4 
0.0011,0.0008,0.0006,0.0041,0.0089,0.0079,4 
0.0097,0.0100,0.0011,0.0017,0.0078,0.0006,4 
0.0086,0.0086,0.0008,0.0065,0.0068,0.0007,4 
0.0021,0.0027,0.0013,0.0015,0.0049,0.0057,4 
0.0015,0.0018,0.0009,0.0059,0.0050,0.0042,4 
0.0018,0.0015,0.0008,0.0013,0.0094,0.0081,4 
0.0014,0.0015,0.0008,0.0047,0.0093,0.0066,4 
0.0101,0.0138,0.0010,0.0025,0.0077,0.0011,4 
0.0097,0.0121,0.0014,0.0083,0.0063,0.0007,4 
0.0039,0.0012,0.0014,0.0024,0.0042,0.0051,4 
0.0014,0.0008,0.0006,0.0079,0.0042,0.0035,4 
0.0019,0.0017,0.0009,0.0025,0.0079,0.0069,4 
0.0015,0.0012,0.0004,0.0065,0.0075,0.0053,4 
0.0090,0.0144,0.0012,0.0017,0.0062,0.0014,4 
0.0085,0.0127,0.0015,0.0072,0.0057,0.0009,4 
0.0025,0.0015,0.0013,0.0019,0.0045,0.0045,4 
0.0017,0.0011,0.0007,0.0084,0.0054,0.0038,4 
0.0015,0.0017,0.0007,0.0035,0.0064,0.0095,4 
0.0020,0.0016,0.0007,0.0086,0.0059,0.0082,4 
0.0104,0.0145,0.0008,0.0023,0.0058,0.0070,4 
0.0088,0.0129,0.0008,0.0081,0.0065,0.0062,4 
0.0027,0.0014,0.0008,0.0042,0.0382,0.0112,4 
0.0026,0.0010,0.0005,0.0079,0.0338,0.0096,4 
0.0026,0.0014,0.0007,0.0038,0.0468,0.0081,4 
0.0025,0.0009,0.0005,0.0068,0.0418,0.0070,4 
0.0109,0.0107,0.0023,0.0060,0.0067,0.0009,5 
0.0075,0.0108,0.0018,0.0067,0.0065,0.0007,5 
0.0022,0.0022,0.0014,0.0045,0.0056,0.0065,5 
0.0019,0.0016,0.0008,0.0038,0.0045,0.0041,5 
0.0023,0.0035,0.0014,0.0038,0.0105,0.0084,5 
0.0046,0.0027,0.0007,0.0031,0.0087,0.0041,5 
0.0111,0.0088,0.0027,0.0070,0.0066,0.0012,5 
0.0067,0.0087,0.0021,0.0062,0.0059,0.0005,5 
0.0033,0.0022,0.0010,0.0072,0.0058,0.0068,5 
0.0020,0.0018,0.0009,0.0047,0.0043,0.0043,5 
0.0043,0.0023,0.0010,0.0058,0.0101,0.0088,5 
0.0036,0.0021,0.0010,0.0038,0.0081,0.0062,5 
0.0087,0.0113,0.0025,0.0087,0.0078,0.0013,5 
0.0060,0.0104,0.0013,0.0047,0.0062,0.0004,5 
0.0015,0.0022,0.0011,0.0062,0.0061,0.0062,5 
0.0012,0.0009,0.0007,0.0044,0.0030,0.0036,5 
0.0013,0.0013,0.0024,0.0072,0.0098,0.0099,5 
0.0014,0.0008,0.0005,0.0053,0.0072,0.0065,5 
0.0101,0.0108,0.0026,0.0089,0.0066,0.0010,5 
0.0081,0.0094,0.0013,0.0046,0.0059,0.0005,5 
0.0022,0.0019,0.0010,0.0091,0.0057,0.0045,5 
0.0012,0.0015,0.0010,0.0085,0.0021,0.0029,5 
0.0043,0.0019,0.0020,0.0084,0.0075,0.0094,5 
0.0013,0.0017,0.0009,0.0062,0.0046,0.0062,5 
0.0100,0.0158,0.0020,0.0122,0.0061,0.0010,5 
0.0086,0.0129,0.0012,0.0056,0.0054,0.0004,5 
0.0015,0.0023,0.0020,0.0044,0.0050,0.0052,5 
0.0013,0.0008,0.0006,0.0123,0.0016,0.0035,5 
0.0024,0.0017,0.0009,0.0081,0.0097,0.0085,5 
0.0011,0.0014,0.0008,0.0105,0.0056,0.0060,5 
0.0128,0.0125,0.0019,0.0104,0.0083,0.0012,5 
0.0106,0.0101,0.0011,0.0041,0.0080,0.0005,5 
0.0015,0.0015,0.0011,0.0041,0.0050,0.0041,5 
0.0014,0.0010,0.0006,0.0133,0.0025,0.0036,5 
0.0017,0.0016,0.0006,0.0031,0.0086,0.0076,5 
0.0014,0.0010,0.0006,0.0129,0.0041,0.0059,5 
0.0126,0.0167,0.0016,0.0144,0.0082,0.0080,5 
0.0099,0.0134,0.0009,0.0064,0.0078,0.0066,5 
0.0021,0.0014,0.0009,0.0097,0.0299,0.0142,5 
0.0015,0.0016,0.0007,0.0154,0.0219,0.0109,5 
0.0032,0.0016,0.0007,0.0062,0.0356,0.0130,5 
0.0030,0.0010,0.0004,0.0153,0.0274,0.0101,5 
0.0106,0.0079,0.0055,0.0122,0.0078,0.0022,6 
0.0045,0.0100,0.0045,0.0106,0.0076,0.0018,6 
0.0031,0.0026,0.0016,0.0150,0.0093,0.0053,6 
0.0020,0.0020,0.0009,0.0047,0.0028,0.0029,6 
0.0029,0.0029,0.0021,0.0133,0.0085,0.0083,6 
0.0020,0.0021,0.0007,0.0032,0.0051,0.0045,6 
0.0137,0.0092,0.0069,0.0223,0.0085,0.0012,6 
0.0057,0.0093,0.0036,0.0118,0.0068,0.0011,6 
0.0017,0.0010,0.0008,0.0187,0.0076,0.0052,6 
0.0015,0.0009,0.0005,0.0065,0.0007,0.0024,6 
0.0023,0.0022,0.0011,0.0163,0.0138,0.0085,6 
0.0018,0.0021,0.0008,0.0044,0.0073,0.0047,6 
0.0092,0.0095,0.0051,0.0281,0.0097,0.0012,6 
0.0058,0.0080,0.0027,0.0108,0.0084,0.0009,6 
0.0025,0.0028,0.0011,0.0236,0.0093,0.0061,6 
0.0014,0.0019,0.0013,0.0100,0.0014,0.0032,6 
0.0033,0.0024,0.0019,0.0189,0.0131,0.0103,6 
0.0022,0.0017,0.0013,0.0067,0.0057,0.0057,6 
0.0096,0.0194,0.0069,0.0333,0.0089,0.0011,6 
0.0074,0.0145,0.0024,0.0085,0.0079,0.0004,6 
0.0051,0.0039,0.0026,0.0054,0.0104,0.0082,6 
0.0024,0.0020,0.0028,0.0312,0.0028,0.0035,6 
0.0023,0.0021,0.0006,0.0173,0.0130,0.0082,6 
0.0012,0.0014,0.0007,0.0086,0.0048,0.0043,6 
0.0107,0.0193,0.0051,0.0273,0.0080,0.0015,6 
0.0084,0.0134,0.0018,0.0054,0.0076,0.0007,6 
0.0045,0.0017,0.0034,0.0171,0.0101,0.0071,6 
0.0013,0.0038,0.0040,0.0285,0.0015,0.0045,6 
0.0062,0.0015,0.0024,0.0047,0.0132,0.0080,6 
0.0028,0.0027,0.0022,0.0277,0.0065,0.0047,6 
0.0126,0.0203,0.0040,0.0290,0.0106,0.0014,6 
0.0084,0.0151,0.0014,0.0046,0.0097,0.0006,6 
0.0032,0.0028,0.0039,0.0199,0.0095,0.0042,6 
0.0018,0.0020,0.0030,0.0205,0.0041,0.0050,6 
0.0031,0.0018,0.0018,0.0187,0.0106,0.0049,6 
0.0025,0.0017,0.0017,0.0324,0.0019,0.0045,6 
0.0155,0.0162,0.0021,0.0343,0.0095,0.0102,6 
0.0100,0.0118,0.0011,0.0051,0.0066,0.0063,6 
0.0024,0.0018,0.0019,0.0287,0.0484,0.0188,6 
0.0008,0.0010,0.0011,0.0224,0.0260,0.0121,6 
0.0026,0.0016,0.0010,0.0248,0.0481,0.0176,6 
0.0010,0.0010,0.0009,0.0257,0.0282,0.0120,6 
