1215486294.000000000000,2153550193836.000000000000,4671286537082226.000000000000,11315754832250210000.000000000000,1861339707562.000000000000,3317972171395693.000000000000,7256011451382299600.000000000000,3454551447862114.000000000000,6143853630344919000.000000000000,7189148935891012600.000000000000,1
1189780906.000000000000,1966433302138.000000000000,4255826477864884.000000000000,10364149047883424000.000000000000,1880260868738.000000000000,3114809244485534.000000000000,6757327631802513400.000000000000,3473870508429660.000000000000,5734446781265325100.000000000000,7121038929329062900.000000000000,1
1246483593.000000000000,2050507594820.000000000000,4465749533986114.000000000000,11005943885640825000.000000000000,2015795660522.000000000000,3296484827017293.000000000000,7191724837507626000.000000000000,3781158539607806.000000000000,6135994471085566000.000000000000,7835256611570264100.000000000000,1
1184173999.000000000000,2011731384424.000000000000,4340316134027104.000000000000,10484158866101725000.000000000000,1880748049504.000000000000,3205553100456986.000000000000,6930400854080573400.000000000000,3492453664591516.000000000000,5959940570474775600.000000000000,7196605634253869100.000000000000,1
1234223527.000000000000,1918748444941.000000000000,3953115361885749.000000000000,9238362751083092000.000000000000,1933339861808.000000000000,2960847474730073.000000000000,6074310563178823700.000000000000,3589726916694048.000000000000,5417887952099500000.000000000000,7432329409063662600.000000000000,1
1198927082.000000000000,2068240293642.000000000000,4572851896967136.000000000000,11388455945558450000.000000000000,1804225553918.000000000000,3132939125272905.000000000000,6983370384707433500.000000000000,3217697957465868.000000000000,5555842999124720600.000000000000,6429148854807405600.000000000000,1
1187669668.000000000000,1955490475964.000000000000,4240511141045204.000000000000,10387564599679943000.000000000000,1796515813260.000000000000,2970753389897615.000000000000,6484076808172594200.000000000000,3231029539436346.000000000000,5331775267775053800.000000000000,6503828129721970700.000000000000,1
1199199361.000000000000,2010624684727.000000000000,4278387102820439.000000000000,10273003306036074000.000000000000,1791780262620.000000000000,2996682343724103.000000000000,6345559486344074200.000000000000,3228310590182034.000000000000,5349681390190765100.000000000000,6545533344850804700.000000000000,1
1173817197.000000000000,2067882863756.000000000000,4619727851326764.000000000000,11559459261995688000.000000000000,1841824402414.000000000000,3228297660769356.000000000000,7199995419229989900.000000000000,3367884313716580.000000000000,5858911323267933200.000000000000,6830777161640046600.000000000000,1
1139865191.000000000000,1984854222383.000000000000,4371001747280885.000000000000,10877405875253053000.000000000000,1694265778676.000000000000,2993464677815183.000000000000,6617764912982618100.000000000000,2998939072257322.000000000000,5268046032131258400.000000000000,5954987475262254100.000000000000,1
1164334944.000000000000,1999339498495.000000000000,4394227053441019.000000000000,10909975288734859000.000000000000,1822724410696.000000000000,3146953882210660.000000000000,6926706065446897700.000000000000,3342480263368724.000000000000,5711440299430888400.000000000000,6803397217752788000.000000000000,1
1194249946.000000000000,2115321081018.000000000000,4663520441350744.000000000000,11536317361839944000.000000000000,1939523159091.000000000000,3442556695226535.000000000000,7609164088932568100.000000000000,3641297817299967.000000000000,6429587859939323900.000000000000,7531484727601578000.000000000000,1
1134142032.000000000000,2030953581577.000000000000,4409897633275039.000000000000,10687284000797184000.000000000000,1708095109700.000000000000,3051457025957171.000000000000,6627838884851278800.000000000000,3090254163788058.000000000000,5474988533514484700.000000000000,6274648336670751700.000000000000,1
