2.386171,0.269883,1.000000,0.000000,36145.278818,452247.079532,1.000000,-0.025785,0.995761,0.510000,1
2.261209,0.288478,1.000000,0.000000,36715.599566,924557.834817,1.000000,-0.025065,0.994554,0.526816,1
2.342054,0.276134,1.000000,0.000000,38428.070787,647093.383619,1.000000,-0.024808,0.995369,0.515580,1
2.268374,0.290925,1.000000,0.000000,36734.600478,998502.946152,1.000000,-0.025280,0.994632,0.529902,1
2.272065,0.282010,1.000000,0.000000,38018.103490,768249.162894,1.000000,-0.024426,0.994671,0.520585,1
2.273320,0.284618,1.000000,0.000000,36887.651911,810041.447588,1.000000,-0.024939,0.994684,0.523214,1
2.261996,0.289164,1.000000,0.000000,36655.463471,951926.454401,1.000000,-0.025150,0.994562,0.527973,1
2.212757,0.290969,1.000000,0.000000,37397.192422,969954.951297,1.000000,-0.024363,0.993998,0.528554,1
2.387308,0.287288,1.000000,0.000000,36906.551018,1008632.887072,1.000000,-0.026512,0.995770,0.528814,1
2.348432,0.284469,1.000000,0.000000,34642.764772,803461.510749,1.000000,-0.026683,0.995428,0.524467,1
2.316551,0.287463,1.000000,0.000000,36048.032923,921645.588624,1.000000,-0.025928,0.995126,0.526739,1
2.422736,0.275244,1.000000,0.000000,36723.234235,660504.030591,1.000000,-0.026328,0.996060,0.516819,1
2.322062,0.285575,1.000000,0.000000,34262.393971,796443.401351,1.000000,-0.026567,0.995179,0.525777,1
2.394668,0.278161,1.000000,0.000000,34778.730158,679297.863809,1.000000,-0.026866,0.995832,0.518857,1
2.468305,0.264582,1.000000,0.000000,35399.242363,345706.549411,1.000000,-0.026740,0.996404,0.505981,1
2.378592,0.279721,1.000000,0.000000,36182.982715,743654.953348,1.000000,-0.026230,0.995696,0.520410,1
2.393412,0.275555,1.000000,0.000000,36803.631456,643223.414371,1.000000,-0.025944,0.995822,0.516108,1
2.400253,0.282840,1.000000,0.000000,37255.422048,881225.356267,1.000000,-0.026279,0.995879,0.524434,1
2.443307,0.266201,1.000000,0.000000,36765.948359,388474.640832,1.000000,-0.026024,0.996219,0.506993,1
2.372715,0.274877,1.000000,0.000000,36711.165794,615830.413220,1.000000,-0.025716,0.995645,0.515265,1
2.390821,0.271273,1.000000,0.000000,36222.403538,497123.250843,1.000000,-0.025893,0.995800,0.511899,1
2.365854,0.272586,1.000000,0.000000,36071.849100,499652.671215,1.000000,-0.025690,0.995585,0.512330,1
2.345828,0.284579,1.000000,0.000000,37662.888571,908822.882484,1.000000,-0.025579,0.995404,0.525086,1
2.353372,0.270306,1.000000,0.000000,35641.180748,404993.808942,1.000000,-0.025555,0.995473,0.509444,1
2.398709,0.275459,1.000000,0.000000,36237.308399,645131.358594,1.000000,-0.026229,0.995866,0.516251,1
2.406030,0.280028,1.000000,0.000000,36467.514854,800612.791813,1.000000,-0.026498,0.995926,0.521188,1
2.431894,0.269812,1.000000,0.000000,36530.053612,500496.718003,1.000000,-0.026186,0.996132,0.510596,1
2.408753,0.275979,1.000000,0.000000,34918.709277,624746.902731,1.000000,-0.026862,0.995948,0.517189,1
2.500355,0.267390,1.000000,0.000000,34600.287770,456402.762830,1.000000,-0.027622,0.996628,0.509534,1
2.394780,0.273719,1.000000,0.000000,35967.578814,572370.135109,1.000000,-0.026160,0.995833,0.514096,1
2.455306,0.275796,1.000000,0.000000,34738.434295,669133.402200,1.000000,-0.027512,0.996309,0.517502,1
2.395399,0.266139,1.000000,0.000000,34764.197649,308807.465989,1.000000,-0.026151,0.995838,0.505616,1
2.409374,0.264945,1.000000,0.000000,36223.990236,317305.083263,1.000000,-0.025744,0.995953,0.504979,1
2.420786,0.283248,1.000000,0.000000,34984.076916,853025.437653,1.000000,-0.027417,0.996045,0.524909,1
2.283064,0.289127,1.000000,0.000000,35185.966316,896986.992136,1.000000,-0.025910,0.994787,0.528219,1
2.356705,0.287194,1.000000,0.000000,35275.170627,915700.995754,1.000000,-0.026712,0.995503,0.527855,1
